Ticker,Name,Currency,Sector,Industry,Country,Insider Percentage,Institution Percentage,Years since IPO,NR - Percentage Missing,NR - Percentage Missing (Only Core),R - Percentage Missing,R - Percentage Missing (Only Core),R - Percentage Missing (Trivial Fix),R - Percentage Missing (Only Core) (Trivial Fix),Market Cap,CAGR,CAGR with divs,Years,Madurez,Tamaño,Rentabilidad,Rentabilidad with divs,Insider Ownership,Institutional Ownership
UPLD,"UPLAND SOFTWARE, INC.",USD,Technology,Software—Application,US,0.14,0.8262,8,0.15025252525252525,0.015625,0.11192930780559647,0.0,0.0,0.0,1211376323.465,0.2051424315282162,0.2051424315282162,7.0,Medio,Pequeña,Muy Buena,Muy Buena,Alta,Media
UPS,"UNITED PARCEL SERVICE, INC.",USD,Industrials,Integrated Freight & Logistics,US,0.0001,0.6995999999999999,23,0.1466842336407554,0.016304347826086956,0.08247422680412371,0.0,0.0028116213683223993,0.0,168293370000.0,0.08587341789765435,0.06918538314475153,22.0,Maduro,Grande,Normal,Normal,Baja,Media
UPWK,UPWORK INC.,USD,Industrials,Staffing & Employment Services,US,0.0911,0.7781,4,0.17424242424242425,0.0,0.11855670103092783,0.0,0.005154639175257732,0.0,5406145955.0,0.34712930531900676,0.34712930531900676,4.0,Medio,Mediana,Muy Buena,Muy Buena,Media,Media
URBN,"URBAN OUTFITTERS, INC.",USD,Consumer Cyclical,Apparel Retail,US,0.4004,0.7315999999999999,29,0.26262626262626265,0.01293103448275862,0.20508100147275404,0.0,0.02540500736377025,0.0,2715907080.015,0.10779293868305007,0.10779293868305007,28.0,Maduro,Mediana,Buena,Buena,Alta,Media
URGN,UROGEN PHARMA LTD.,USD,Healthcare,Biotechnology,IL,0.0889,0.7989,5,0.2606060606060606,0.025,0.22164948453608246,0.0,0.030927835051546393,0.0,389069644.21,-0.10949049196612237,-0.10949049196612237,4.0,Medio,Pequeña,Muy Mala,Muy Mala,Media,Media
URI,"UNITED RENTALS, INC.",USD,Industrials,Rental & Leasing Services,US,0.0055,0.9328,25,0.20117845117845118,0.015625,0.13088301210219633,0.0,0.0044822949350067235,0.0,24057884000.0,0.11751086342365635,0.11751086342365635,23.0,Maduro,Grande,Buena,Buena,Baja,Alta
USAC,"USA COMPRESSION PARTNERS, LP",USD,Energy,Oil & Gas Equipment & Services,US,0.486,0.2301,9,0.24017957351290684,0.125,1.0,1.0,0.01718213058419244,0.0,1368978240.0,0.07179486631348864,0.036448185331641625,6.0,Medio,Pequeña,Normal,Normal,Alta,Baja
USAK,"USA TRUCK, INC.",USD,Industrials,Trucking,US,0.1898,0.6211,30,0.22895622895622897,0.016666666666666666,0.15532646048109966,0.0,0.01958762886597938,0.0,135003375.0,0.023926588664367143,0.023926588664367143,30.0,Maduro,Pequeña,Mala,Mala,Alta,Media
USAP,"UNIVERSAL STAINLESS & ALLOY PRODUCTS, INC.",USD,Basic Materials,Steel,US,0.0617999999999999,0.6524,28,0.2564935064935065,0.004464285714285714,0.19931271477663232,0.0,0.025964108438335243,0.0,89468491.22999999,-0.0035576255243354726,-0.0035576255243354726,27.0,Maduro,Pequeña,Mala,Mala,Media,Media
USAU,U.S. GOLD CORP.,USD,Basic Materials,Gold,US,0.1354,0.1156,66,0.38552188552188554,0.14930555555555555,0.21855670103092784,0.0,0.023195876288659795,0.0,48376430.075,-0.13314590566640294,-0.04717745312613386,20.0,Maduro,Pequeña,Muy Mala,Mala,Alta,Baja
USDP,USD PARTNERS LP,USD,Industrials,Railroads,US,0.4756,0.3263,8,0.2222222222222222,0.125,1.0,1.0,0.00902061855670103,0.0,153283322.65,-0.017040218566551246,-0.011282854266857156,8.0,Medio,Pequeña,Mala,Mala,Alta,Baja
USEG,U.S. ENERGY CORP.,USD,Energy,Oil & Gas E&P,US,0.569,0.2889,42,0.3448372615039282,0.18055555555555555,0.12886597938144329,0.0,0.020618556701030927,0.0,5669003.7,-0.25680634024341575,-0.21115504718560163,8.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,Baja
USFD,US FOODS HOLDING CORP.,USD,Consumer Defensive,Food Distribution,US,0.0065,0.9946,6,0.16363636363636364,0.0,0.08453608247422681,0.0,0.0,0.0,7645000000.0,0.07504808172950472,0.07504808172950472,5.0,Medio,Mediana,Normal,Normal,Baja,Alta
USIO,"USIO, INC.",USD,Technology,Information Technology Services,US,0.2938,0.3321,23,0.27492314448836186,0.04891304347826087,0.19955817378497792,0.0,0.033873343151693665,0.0,94269955.77999999,0.1846639900025271,0.1846639900025271,14.0,Maduro,Pequeña,Muy Buena,Muy Buena,Alta,Baja
USLM,"UNITED STATES LIME & MINERALS, INC.",USD,Basic Materials,Building Materials,US,0.6386,0.2593,42,0.2616487455197133,0.0,0.19953441968739608,0.0,0.023611572996341867,0.0,764361910.0000001,0.13894802938867845,0.12617783221638468,31.0,Maduro,Pequeña,Buena,Buena,Alta,Baja
USM,UNITED STATES CELLULAR CORPORATION,USD,Communication Services,Telecom Services,US,0.7208,0.2768,34,0.23767082590612001,0.06985294117647059,0.10787923416789397,0.0,0.0007363770250368188,0.0,2745120000.0,0.00993072922559679,0.01038540727118309,28.0,Maduro,Mediana,Mala,Mala,Alta,Baja
USNA,"USANA HEALTH SCIENCES, INC.",USD,Consumer Defensive,Packaged Foods,US,0.4186999999999999,0.5761999999999999,29,0.2375933245498463,0.03260869565217391,0.15463917525773196,0.0,0.008434864104967198,0.0,2041948280.0,0.21491197917445803,0.21491197917445803,22.0,Maduro,Mediana,Muy Buena,Muy Buena,Alta,Media
USNU,"U.S. NEUROSURGICAL HOLDINGS, INC.",USD,Healthcare,Medical Care Facilities,US,0.2772,0.2026,15,0.27056277056277056,0.07142857142857142,0.17396907216494845,0.0,0.020618556701030927,0.0,1753241.625,0.10668191970032148,0.10668191970032148,8.0,Maduro,Pequeña,Buena,Buena,Alta,Baja
USWS,"U.S. WELL SERVICES, INC.",USD,Energy,Oil & Gas Equipment & Services,US,0.0467,0.3507,5,0.19696969696969696,0.0,0.15206185567010308,0.0,0.0,0.0,56509725.741749994,-0.5056174071673427,-0.5056174071673427,4.0,Medio,Pequeña,Muy Mala,Muy Mala,Media,Baja
USX,"U.S. XPRESS ENTERPRISES, INC.",USD,Industrials,Trucking,US,0.2830999999999999,0.5542,4,0.19444444444444445,0.0,0.13659793814432988,0.0,0.005154639175257732,0.0,429903040.0,-0.08592163821706322,-0.08592163821706322,4.0,Medio,Pequeña,Muy Mala,Muy Mala,Alta,Media
UTGN,"UTG, INC.",USD,Financial Services,Insurance—Life,US,0.7051999999999999,0.0,20,0.3464646464646465,0.18125,0.22783505154639175,0.0,0.041237113402061855,0.0,87570572.83999999,0.0840775500775488,0.0840775500775488,10.0,Maduro,Pequeña,Normal,Buena,Alta,
UTHR,UNITED THERAPEUTICS CORPORATION,USD,Healthcare,Biotechnology,US,0.0174,0.9793,23,0.1769872639437857,0.03260869565217391,0.11279563371740449,0.0,0.001212856276531231,0.0,8187608000.0,0.13104765232857396,0.13104765232857396,17.0,Maduro,Mediana,Buena,Buena,Baja,Alta
UTI,"UNIVERSAL TECHNICAL INSTITUTE, INC.",USD,Consumer Defensive,Education & Training Services,US,0.0327,0.7464,19,0.1876661350345561,0.0,0.11502984264785676,0.0,0.0,0.0,206753460.00000003,-0.07259340072958342,-0.06316229832434783,19.0,Maduro,Pequeña,Muy Mala,Muy Mala,Media,Media
UTL,UNITIL CORPORATION,USD,Utilities,Utilities—Diversified,US,0.0166,0.7424,37,0.3838383838383838,0.19594594594594594,0.17310996563573883,0.0,0.02190721649484536,0.0,672122205.0,0.08827211395452972,0.04409609372972345,24.0,Maduro,Pequeña,Normal,Normal,Baja,Media
UTMD,"UTAH MEDICAL PRODUCTS, INC.",USD,Healthcare,Medical Instruments & Supplies,US,0.0672,0.7331,40,0.2015810276679842,0.005434782608695652,0.16541705716963448,0.0,0.01218369259606373,0.0,319782540.0,0.15060457666757632,0.13764397234873482,22.0,Maduro,Pequeña,Buena,Buena,Media,Media
UTSI,UTSTARCOM HOLDINGS CORP.,USD,Technology,Communication Equipment,HK,0.669,0.0369,22,0.16113516113516113,0.0,0.12272950417280314,0.0,0.011782032400589101,0.0,59383055.0,-0.17303432056174706,-0.17303432056174706,21.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,Baja
UUU,"UNIVERSAL SECURITY INSTRUMENTS, INC.",USD,Industrials,Security & Protection Services,US,0.1563,0.2548,49,0.3998316498316498,0.21180555555555555,0.211340206185567,0.0,0.024054982817869417,0.0,14212690.614999998,-0.04253423402797396,-0.04253423402797396,12.0,Maduro,Pequeña,Mala,Mala,Alta,Baja
UVV,UNIVERSAL CORPORATION,USD,Consumer Defensive,Tobacco,US,0.024,0.8364,42,0.21352413019079686,0.017361111111111112,0.15758468335787923,0.0,0.017673048600883652,0.0,1220965565.68,0.08392396323880802,0.0570020727719136,35.0,Maduro,Pequeña,Normal,Normal,Media,Alta
UWHR,UWHARRIE CAPITAL CORP,USD,Financial Services,Banks—Regional,US,0.1176,,10,0.2727272727272727,0.18333333333333332,0.16804123711340208,0.0,0.0288659793814433,0.0,60703904.175000004,0.06889410703624943,0.06889410703624943,10.0,Medio,Pequeña,Normal,Normal,Media,
V,VISA INC.,USD,Financial Services,Credit Services,US,0.0013,0.9595,14,0.1305916305916306,0.0,0.07658321060382917,0.0,0.0,0.0,466919373180.0,0.22699918448152334,0.22100147343370669,14.0,Maduro,Grande,Muy Buena,Muy Buena,Baja,Alta
VAC,MARRIOTT VACATIONS WORLDWIDE CORPORATION,USD,Consumer Cyclical,Resorts & Casinos,US,0.0669,0.836,11,0.19090909090909092,0.125,0.12371134020618557,0.0,0.012371134020618556,0.0,6484623988.2300005,0.26461174854957603,0.2602675321087058,10.0,Maduro,Mediana,Muy Buena,Muy Buena,Media,Alta
VALE,VALE S.A.,USD,Basic Materials,Other Industrial Metals & Mining,BR,0.0003,0.2476,19,0.15656565656565657,0.01875,0.09766684753119913,0.0,0.0032555615843733042,0.0,74640204206.1,0.13018949341370112,0.12697696910202616,19.0,Maduro,Grande,Buena,Buena,Baja,Baja
VALU,"VALUE LINE, INC.",USD,Financial Services,Financial Data & Stock Exchanges,US,0.9071,0.076,39,0.2772166105499439,0.0,0.21506300114547539,0.0,0.03379152348224513,0.0,300335361.04,0.056050010001035266,0.035045888793315605,36.0,Maduro,Pequeña,Normal,Normal,Alta,Baja
VASO,VASO CORPORATION,USD,Healthcare,Health Information Services,US,0.4456,,27,0.32136176580621023,0.13425925925925927,0.15735214324470972,0.0,0.013022246337493217,0.0,10195920.0,-0.14517062514545342,-0.14517062514545342,19.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,
VATE,INNOVATE CORP.,USD,Industrials,Engineering & Construction,US,0.38,0.3901,27,0.12665112665112666,0.0,0.07850911974623315,0.0,0.0,0.0,298762500.0,-0.04607531436179535,-0.04607531436179535,13.0,Maduro,Pequeña,Mala,Mala,Alta,Baja
VBIV,VBI VACCINES INC.,USD,Healthcare,Biotechnology,US,0.0052,0.4901,21,0.2516835016835017,0.17708333333333334,0.15463917525773196,0.0,0.0,0.0,797984742.26,-0.3299564690758269,-0.3195999982094737,3.0,Maduro,Pequeña,Muy Mala,Muy Mala,Baja,Media
VBIX,VIEWBIX INC.,USD,Technology,Software—Application,IL,0.6377,,21,0.4090909090909091,0.25,0.3247422680412371,0.0,0.07989690721649484,0.0,1249626.84345,-0.7222062248087961,-0.7222062248087961,4.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,
VCTR,"VICTORY CAPITAL HOLDINGS, INC.",USD,Financial Services,Asset Management,US,0.0727,0.8019,4,0.19444444444444445,0.0,0.13917525773195877,0.0,0.02577319587628866,0.0,2129348200.0,0.44789519699209657,0.4451216816386556,4.0,Medio,Mediana,Muy Buena,Muy Buena,Media,Media
VEC,"VECTRUS, INC.",USD,Industrials,Aerospace & Defense,US,0.0279999999999999,0.9162,8,0.21717171717171718,0.0,0.163659793814433,0.0,0.0,0.0,583371705.0,0.09932756166271983,0.09932756166271983,8.0,Medio,Pequeña,Buena,Buena,Media,Alta
VEEV,VEEVA SYSTEMS INC.,USD,Healthcare,Health Information Services,US,0.0077,0.9044,10,0.15555555555555556,0.0,0.1,0.0,0.0,0.0,35074291470.0,0.22936476286979235,0.22936476286979235,10.0,Medio,Grande,Muy Buena,Muy Buena,Baja,Alta
VEII,"VALUE EXCHANGE INTERNATIONAL, INC.",USD,Technology,Information Technology Services,HK,0.5969,,14,0.37839937839937837,0.2403846153846154,0.17083946980854198,0.0,0.016200294550810016,0.0,1247040.2665,-0.2066528320265517,-0.20668336812360666,7.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,
VEON,VEON LTD.,USD,Communication Services,Telecom Services,NL,0.564,0.2639,14,0.20336700336700336,0.025,0.13991163475699558,0.0,0.013254786450662739,0.0,2634950000.0,-0.14245093835079037,-0.07981142900466187,14.0,Maduro,Mediana,Muy Mala,Muy Mala,Alta,Baja
VERB,"VERB TECHNOLOGY COMPANY, INC.",USD,Technology,Software—Application,US,0.1369,0.0732,8,0.2967171717171717,0.140625,0.19072164948453607,0.0,0.02577319587628866,0.0,63741939.15,-0.3774259000540394,-0.3774259000540394,4.0,Medio,Pequeña,Muy Mala,Muy Mala,Alta,Baja
VERI,"VERITONE, INC.",USD,Technology,Software—Infrastructure,US,0.1353,0.5283,5,0.2202020202020202,0.0,0.16082474226804125,0.0,0.008247422680412371,0.0,660484194.785,0.05419248216448169,0.05419248216448169,5.0,Medio,Pequeña,Normal,Normal,Alta,Media
VERO,VENUS CONCEPT INC.,USD,Healthcare,Medical Devices,CA,0.033,0.7565999999999999,5,0.18181818181818182,0.0,0.14432989690721648,0.0,0.016494845360824743,0.0,117646560.00000001,-0.6072178171454642,-0.6072178171454642,5.0,Medio,Pequeña,Muy Mala,Muy Mala,Media,Media
VERU,VERU INC.,USD,Healthcare,Biotechnology,US,0.1949,0.2946999999999999,32,0.23583662714097497,0.043478260869565216,0.1670103092783505,0.0,0.017869415807560136,0.0,661666999.7750001,0.11332586340299611,0.10922613002313986,15.0,Maduro,Pequeña,Buena,Buena,Alta,Baja
VET,VERMILION ENERGY INC.,USD,Energy,Oil & Gas E&P,CA,0.0212,0.2938,26,0.22,0.11458333333333333,0.13690476190476192,0.0,0.022108843537414966,0.0,1193784480.0,-0.09180584941682313,-0.03177233053402129,12.0,Maduro,Pequeña,Muy Mala,Mala,Media,Baja
VEV,VICINITY MOTOR CORP.,USD,Consumer Cyclical,Auto Manufacturers,CA,0.1214,0.0098,3,0.2542087542087542,0.0625,0.1958762886597938,0.0,0.020618556701030927,0.0,439669662.65999997,1.228490632844704,1.228490632844704,3.0,Jóven,Pequeña,Muy Buena,Muy Buena,Media,Baja
VFC,V.F. CORPORATION,USD,Consumer Cyclical,Apparel Manufacturing,US,0.0542999999999999,0.8834000000000001,56,0.29292929292929293,0.10227272727272728,0.11683848797250859,0.0,0.0,0.0,29726779949.999996,0.1285993633857767,0.09603160005434774,24.0,Maduro,Grande,Buena,Buena,Media,Alta
VFF,"VILLAGE FARMS INTERNATIONAL, INC.",USD,Consumer Defensive,Farm Products,CA,0.1151,0.2196999999999999,19,0.15488215488215487,0.125,0.08934707903780069,0.0,0.006872852233676976,0.0,797372505.0,-0.05791871540911819,-0.05791871540911819,3.0,Maduro,Pequeña,Mala,Muy Mala,Media,Baja
VG,VONAGE HOLDINGS CORP.,USD,Communication Services,Telecom Services,US,0.0183,0.9669,16,0.1534090909090909,0.0390625,0.0979381443298969,0.0,0.0019329896907216496,0.0,3489442760.0,0.04803689158144531,0.04803689158144531,16.0,Maduro,Mediana,Normal,Normal,Baja,Alta
VGR,VECTOR GROUP LTD.,USD,Consumer Defensive,Tobacco,US,0.1539,0.6373,35,0.23024361259655376,0.09926470588235294,0.14776632302405499,0.0,0.00937207122774133,0.0,2019078054.345,0.12466361362110256,0.0748558361620677,33.0,Maduro,Mediana,Buena,Normal,Alta,Media
VGZ,VISTA GOLD CORP.,USD,Basic Materials,Gold,US,0.0372,0.3107,38,0.4843024843024843,0.40878378378378377,0.2190721649484536,0.0,0.028350515463917526,0.0,93669007.88000001,0.05142245363256559,0.05142245363256559,4.0,Maduro,Pequeña,Normal,Normal,Media,Baja
VHC,VIRNETX HOLDING CORP,USD,Technology,Software—Infrastructure,US,0.1162,0.3193,23,0.32920110192837465,0.056818181818181816,0.24484536082474226,0.0,0.041237113402061855,0.0,361690837.65500003,0.2475827778004014,0.2530700572293658,12.0,Maduro,Pequeña,Muy Buena,Muy Buena,Media,Baja
VHI,"VALHI, INC.",USD,Basic Materials,Chemicals,US,0.9154,0.0339,42,0.1847041847041847,0.014285714285714285,0.13107511045655376,0.0,0.010014727540500737,0.0,679297500.0,,0.13208305383698682,35.0,Maduro,Pequeña,,Buena,Alta,Baja
VIA,"VIA RENEWABLES, INC.",USD,Utilities,Utilities—Regulated Electric,US,0.237,0.395,8,0.16035353535353536,0.0,0.09922680412371133,0.0,0.0,0.0,167164400.0,0.04119252016760466,0.04119252016760466,8.0,Medio,Pequeña,Normal,Normal,Alta,Baja
VICR,VICOR CORPORATION,USD,Technology,Electronic Components,US,0.3084,0.5656,70,0.22095959595959597,0.0,0.17590206185567012,0.0,0.027061855670103094,0.0,4668935550.0,0.1255461988985862,0.12170037523689103,32.0,Maduro,Mediana,Buena,Buena,Alta,Media
VIPS,VIPSHOP HOLDINGS LIMITED,USD,Consumer Cyclical,Internet Retail,CN,0.0475,0.6065,10,0.13,0.0,0.11122448979591837,0.0,0.024489795918367346,0.0,12396764177.25,0.4610549740784937,0.4610549740784937,10.0,Medio,Grande,Muy Buena,Muy Buena,Media,Media
VIRC,VIRCO MFG. CORPORATION,USD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",US,0.1496,0.1955,42,0.33613916947250283,0.11458333333333333,0.17208564631245044,0.0,0.016653449643140365,0.0,51216750.0,0.0022699451572407714,0.0037636338469055897,26.0,Maduro,Pequeña,Mala,Mala,Alta,Baja
VIRT,"VIRTU FINANCIAL, INC.",USD,Financial Services,Capital Markets,US,0.0108,0.8676,7,0.1717171717171717,0.125,0.10456553755522828,0.0,0.004418262150220913,0.0,3342891409.21,0.07804469916485068,0.06141449258280751,7.0,Medio,Mediana,Normal,Normal,Baja,Alta
VIST,"VISTA OIL & GAS, S.A.B. DE C.V.",USD,Energy,Oil & Gas E&P,MX,0.16,0.2114,25,0.21885521885521886,0.0,0.1718213058419244,0.0,0.05154639175257732,0.0,381382524.15999997,-0.08167168949221792,-0.08167168949221792,3.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,Baja
VIV,TELEFÔNICA BRASIL S.A.,USD,Communication Services,Telecom Services,BR,,0.0819,24,0.2125,0.078125,0.14370748299319727,0.0,0.013180272108843538,0.0,12960120125.0,0.03511614634212079,0.025368049633011758,24.0,Maduro,Grande,Mala,Mala,,Baja
VLDR,"VELODYNE LIDAR, INC.",USD,Technology,Scientific & Technical Instruments,US,0.2234,0.2239999999999999,4,0.21212121212121213,0.09375,0.09965635738831616,0.0,0.0,0.0,1712862543.44,-0.059142395162023687,-0.059142395162023687,3.0,Medio,Pequeña,Mala,Muy Mala,Alta,Baja
VLGEA,"VILLAGE SUPER MARKET, INC.",USD,Consumer Defensive,Grocery Stores,US,0.1803,0.6121,42,0.23484848484848486,0.0,0.177262313860252,0.0,0.017468499427262314,0.0,318095295.0,0.08975926229556008,0.07047464005182613,36.0,Maduro,Pequeña,Normal,Normal,Alta,Media
VLO,VALERO ENERGY CORPORATION,USD,Energy,Oil & Gas Refining & Marketing,US,0.0038,0.7946,42,0.31067431067431067,0.12162162162162163,0.11752577319587629,0.0,0.009072164948453608,0.0,28323130000.0,0.13602716948324556,0.09465012714310106,25.0,Maduro,Grande,Buena,Buena,Baja,Media
VLRS,"CONTROLADORA VUELA COMPAÑÍA DE AVIACIÓN, S.A.B. DE C.V.",USD,Industrials,Airlines,MX,0.0859,0.5636,9,0.14333333333333334,0.0,0.10884353741496598,0.0,0.0011337868480725624,0.0,1798968921.0,0.030477937113676523,0.030477937113676523,9.0,Medio,Pequeña,Mala,Mala,Media,Media
VMC,VULCAN MATERIALS COMPANY,USD,Basic Materials,Building Materials,US,0.0021,0.9091,20,0.3579033579033579,0.17229729729729729,0.10618556701030928,0.0,0.0,0.0,23347648690.0,0.0955406558592875,0.0722888268400419,20.0,Maduro,Grande,Buena,Normal,Baja,Alta
VMD,"VIEMED HEALTHCARE, INC.",USD,Healthcare,Medical Devices,US,0.1144999999999999,0.5947,3,0.17845117845117844,0.0,0.12027491408934708,0.0,0.020618556701030927,0.0,278609830.435,0.05156995632280803,0.05156995632280803,3.0,Jóven,Pequeña,Normal,Normal,Media,Media
VMI,"VALMONT INDUSTRIES, INC.",USD,Industrials,Conglomerates,US,0.0223,0.9641,28,0.2803712803712804,0.09121621621621621,0.11855670103092783,0.0,0.004786450662739323,0.0,5056237725.0,0.14741592582284047,0.12741030592999247,28.0,Maduro,Mediana,Buena,Buena,Media,Alta
VMW,"VMWARE, INC.",USD,Technology,Software—Infrastructure,US,0.4046,0.4959,15,0.1542087542087542,0.0,0.0859106529209622,0.0,0.0,0.0,51770593710.0,0.051666361818620166,0.0503206181119793,15.0,Maduro,Grande,Normal,Normal,Alta,Media
VNCE,VINCE HOLDING CORP.,USD,Consumer Cyclical,Apparel Manufacturing,US,0.034,0.7702,9,0.20763187429854096,0.0,0.14776632302405499,0.0,0.0,0.0,107398412.125,-0.35368644219227197,-0.35368644219227197,9.0,Medio,Pequeña,Muy Mala,Muy Mala,Media,Media
VNE,"VEONEER, INC.",USD,Consumer Cyclical,Auto Parts,SE,0.0045,0.7541,4,0.14898989898989898,0.0,0.07989690721649484,0.0,0.0,0.0,3279864000.0,-0.09791332037373279,-0.09791332037373279,4.0,Medio,Mediana,Muy Mala,Muy Mala,Baja,Media
VNET,"VNET GROUP, INC.",USD,Technology,Information Technology Services,CN,0.1767999999999999,0.8023,11,0.060909090909090906,0.0,0.04359925788497217,0.0,0.0,0.0,1681606675.26,0.05765755947426654,0.05765755947426654,11.0,Maduro,Pequeña,Normal,Normal,Alta,Media
VNO-PL,VORNADO REALTY TRUST,USD,Real Estate,REIT—Office,US,,0.2203999999999999,9,0.22109988776655443,0.041666666666666664,0.15463917525773196,0.0,0.014891179839633447,0.0,13708268828.609999,0.08161287984076093,0.06406041875187163,9.0,Medio,Grande,Normal,Normal,,Baja
VNO-PM,VORNADO REALTY TRUST,USD,Real Estate,REIT—Office,US,,0.3318,5,0.2080808080808081,0.075,0.13195876288659794,0.0,0.008247422680412371,0.0,14300195400.67,0.04875725006662446,0.047902047370320666,5.0,Medio,Grande,Normal,Normal,,Baja
VNO,VORNADO REALTY TRUST,USD,Real Estate,REIT—Office,US,0.0851,0.8036,60,0.36503928170594835,0.2951388888888889,0.11413843888070692,0.0,0.0,0.0,7918223049.999999,0.009975667064999527,0.00715671070667856,14.0,Maduro,Mediana,Mala,Mala,Media,Media
VNOM,VIPER ENERGY PARTNERS LP,USD,Energy,Oil & Gas Midstream,US,0.0134,0.8376,8,0.2904040404040404,0.1875,1.0,1.0,0.03436426116838488,0.0,1236284790.0,-0.11705525078902923,-0.0999347331193825,3.0,Medio,Pequeña,Muy Mala,Muy Mala,Baja,Alta
VNTR,VENATOR MATERIALS PLC,USD,Basic Materials,Specialty Chemicals,GB,0.4927,0.2791,5,0.18383838383838383,0.0,0.12783505154639174,0.0,0.0,0.0,378785000.0,-0.36706252873667145,-0.36706252873667145,5.0,Medio,Pequeña,Muy Mala,Muy Mala,Alta,Baja
VOD,VODAFONE GROUP PUBLIC LIMITED COMPANY,USD,Communication Services,Telecom Services,GB,0.0,0.089,32,0.16264705882352942,0.007352941176470588,0.10778061224489796,0.0,0.015625,0.0,49211496000.00001,0.10172250859553378,0.09323351809829306,32.0,Maduro,Grande,Buena,Buena,,Baja
VOLT,"VOLT INFORMATION SCIENCES, INC.",USD,Industrials,Staffing & Employment Services,US,0.3075,0.3828,28,0.2740922740922741,0.09121621621621621,0.12187039764359352,0.0,0.002577319587628866,0.0,77317665.0,-0.0031532158532420196,-0.0031532158532420196,28.0,Maduro,Pequeña,Mala,Mala,Alta,Baja
VOXX,VOXX INTERNATIONAL CORPORATION,USD,Technology,Consumer Electronics,US,0.3452,0.4381,35,0.17407407407407408,0.0,0.12508591065292096,0.0,0.0003436426116838488,0.0,308081543.33,0.04304573000843037,0.04304573000843037,30.0,Maduro,Pequeña,Normal,Normal,Alta,Media
VPG,"VISHAY PRECISION GROUP, INC.",USD,Technology,Scientific & Technical Instruments,US,0.0262,0.8765000000000001,12,0.18434343434343434,0.0,0.14347079037800686,0.0,0.003436426116838488,0.0,462125789.99999994,0.06666167016358338,0.06666167016358338,12.0,Maduro,Pequeña,Normal,Normal,Media,Alta
VRA,"VERA BRADLEY, INC.",USD,Consumer Cyclical,Footwear & Accessories,US,0.2469,0.7353000000000001,13,0.20512820512820512,0.0,0.15305313243457574,0.0,0.01586042823156225,0.0,266118300.0,-0.11107530677997901,-0.11107530677997901,13.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,Media
VRRM,VERRA MOBILITY CORPORATION,USD,Industrials,Infrastructure Operations,US,0.0095,0.9894,5,0.2196969696969697,0.0625,0.10996563573883161,0.0,0.0,0.0,1684205440.0,0.02078401241398753,0.02078401241398753,3.0,Medio,Pequeña,Mala,Mala,Baja,Alta
VRS,VERSO CORPORATION,USD,Basic Materials,Paper & Paper Products,US,0.1371,0.8973,6,0.2558922558922559,0.125,0.13917525773195877,0.0,0.007731958762886598,0.0,620455000.0,0.40928271365750524,0.38114337747062077,4.0,Medio,Pequeña,Muy Buena,Muy Buena,Alta,Alta
VRSK,"VERISK ANALYTICS, INC.",USD,Industrials,Consulting Services,US,0.0107,0.9306,13,0.13442113442113443,0.0,0.0753370340999207,0.0,0.0,0.0,30718765801.26,0.17607337162261216,0.1759044179835605,13.0,Maduro,Grande,Muy Buena,Muy Buena,Baja,Alta
VRSN,"VERISIGN, INC.",USD,Technology,Software—Infrastructure,US,0.0118,0.9522,24,0.1750841750841751,0.015625,0.10751104565537556,0.0,0.0009818360333824251,0.0,25033169060.0,0.09111563643714793,0.08363969135957405,21.0,Maduro,Grande,Normal,Buena,Baja,Alta
VRTS,"VIRTUS INVESTMENT PARTNERS, INC.",USD,Financial Services,Asset Management,US,0.0518,0.8748,30,0.1794871794871795,0.009615384615384616,0.10996563573883161,0.0,0.00429553264604811,0.0,2123274899.9999998,0.23015778478103388,0.22963172101581053,12.0,Maduro,Mediana,Muy Buena,Muy Buena,Media,Alta
VRTV,VERITIV CORPORATION,USD,Industrials,Conglomerates,US,0.0311,0.8987,8,0.15656565656565657,0.0,0.11469072164948453,0.0,0.0,0.0,934812400.0,0.04507664097178665,0.04507664097178665,8.0,Medio,Pequeña,Normal,Normal,Media,Alta
VRTX,VERTEX PHARMACEUTICALS INCORPORATED,USD,Healthcare,Biotechnology,US,0.0029,0.9205,31,0.26262626262626265,0.13709677419354838,0.08903467666354264,0.0,0.0,0.0,53301184330.0,0.16132952549648527,0.16132952549648527,11.0,Maduro,Grande,Muy Buena,Muy Buena,Baja,Alta
VSAT,"VIASAT, INC.",USD,Technology,Communication Equipment,US,0.0415,0.8434,26,0.18181818181818182,0.0,0.1415543219666931,0.0,0.003965107057890563,0.0,3460035925.17,0.1015385848367738,0.1015385848367738,26.0,Maduro,Mediana,Buena,Buena,Media,Alta
VSEC,VSE CORPORATION,USD,Industrials,Aerospace & Defense,US,0.0288,0.8147,40,0.2847392847392847,0.0033783783783783786,0.2201170242407356,0.0,0.02702702702702703,0.0,612448441.905,0.1408323932935911,0.1124198570098871,37.0,Maduro,Pequeña,Buena,Buena,Media,Media
