Ticker,Name,Currency,Sector,Industry,Country,Insider Percentage,Institution Percentage,Years since IPO,NR - Percentage Missing,NR - Percentage Missing (Only Core),R - Percentage Missing,R - Percentage Missing (Only Core),R - Percentage Missing (Trivial Fix),R - Percentage Missing (Only Core) (Trivial Fix),Market Cap,CAGR,CAGR with divs,Years,Madurez,Tamaño,Rentabilidad,Rentabilidad with divs,Insider Ownership,Institutional Ownership
MHO,"M/I HOMES, INC.",USD,Consumer Cyclical,Residential Construction,US,0.023,0.9487,29,0.24730059212817834,0.0,0.1887664415215073,0.0,0.019907571987202274,0.0,1712646040.0000002,0.07458554559812502,0.07294293324367929,29.0,Maduro,Pequeña,Normal,Normal,Media,Alta
MHPC,MANUFACTURED HOUSING PROPERTIES INC.,USD,Real Estate,Real Estate Services,US,0.9674,,17,0.27195027195027194,0.038461538461538464,0.18144329896907216,0.0,0.013402061855670102,0.0,32563531.2,-0.31697643299528555,-0.31697643299528555,10.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,
MIC,"MACQUARIE INFRASTRUCTURE HOLDINGS, LLC",USD,Industrials,Airports & Air Services,US,0.0034,0.8539,18,0.16498316498316498,0.0,0.11741122565864834,0.0,0.001718213058419244,0.0,20408661.114099998,0.08942720256175263,0.10525108955807316,18.0,Maduro,Pequeña,Normal,Buena,Baja,Alta
MICT,"MICT, INC.",USD,Technology,Computer Hardware,US,0.0881,0.1027999999999999,18,0.1526374859708193,0.0,0.12371134020618557,0.0,0.004581901489117984,0.0,42539689.5,-0.16632438579377518,-0.16632438579377518,9.0,Maduro,Pequeña,Muy Mala,Muy Mala,Media,Baja
MIME,MIMECAST LIMITED,USD,Technology,Software—Infrastructure,GB,0.0636,0.8214,7,0.1774891774891775,0.0,0.12812960235640647,0.0,0.005891016200294551,0.0,3461027700.0,0.32899659066497833,0.32899659066497833,7.0,Medio,Mediana,Muy Buena,Muy Buena,Media,Media
MIND,"MIND TECHNOLOGY, INC.",USD,Technology,Scientific & Technical Instruments,US,0.0708,0.2248,28,0.2454171343060232,0.032407407407407406,0.1559278350515464,0.0,0.015893470790378006,0.0,25100595.0,-0.07629606184821836,-0.07629606184821836,24.0,Maduro,Pequeña,Muy Mala,Muy Mala,Media,Baja
MINDP,"MIND TECHNOLOGY, INC.",USD,Technology,Scientific & Technical Instruments,US,,,6,0.18013468013468015,0.0,0.12886597938144329,0.0,0.010309278350515464,0.0,45249184.95,0.11838032912706731,0.08771249942575898,6.0,Medio,Pequeña,Buena,Buena,,
MINM,"MINIM, INC.",USD,Technology,Communication Equipment,US,0.4893,0.0886999999999999,13,0.25485625485625485,0.0,0.2268041237113402,0.0,0.040444091990483745,0.0,68186195.0,0.14160625588531794,0.14160625588531794,13.0,Maduro,Pequeña,Buena,Muy Buena,Alta,Baja
MITK,"MITEK SYSTEMS, INC.",USD,Technology,Software—Application,US,0.0317,0.6822,33,0.2834404652586471,0.041666666666666664,0.1945316001792918,0.0,0.020170327207530255,0.0,758796959.9999999,0.08235449044543719,0.08235449044543719,23.0,Maduro,Pequeña,Normal,Buena,Media,Media
MIXT,MIX TELEMATICS LIMITED,USD,Technology,Software—Application,ZA,0.0215,0.3663,9,0.1324354657687991,0.0,0.09163802978235967,0.0,0.0,0.0,285036502.0,0.019652350392865392,0.014943274579089394,9.0,Medio,Pequeña,Mala,Mala,Media,Baja
MKC,"MCCORMICK & COMPANY, INCORPORATED",USD,Consumer Defensive,Packaged Foods,US,0.0014,0.8653,28,0.28801528801528803,0.09121621621621621,0.13770250368188514,0.0,0.0,0.0,23110045000.000004,0.1358218971796814,0.10232511008094547,28.0,Maduro,Grande,Buena,Buena,Baja,Alta
MKSI,"MKS INSTRUMENTS, INC.",USD,Technology,Scientific & Technical Instruments,US,0.0044,0.9781,23,0.1466842336407554,0.0,0.10712684894666069,0.0,0.0008964589870013447,0.0,8940495000.0,0.1081286998435329,0.10235203595813158,23.0,Maduro,Mediana,Buena,Buena,Baja,Alta
MKTX,MARKETAXESS HOLDINGS INC.,USD,Financial Services,Capital Markets,US,0.0259,0.985,18,0.21156004489337824,0.027777777777777776,0.12444771723122239,0.0,0.0029455081001472753,0.0,17623508880.0,0.3747496937663717,0.36508761429091185,14.0,Maduro,Grande,Muy Buena,Muy Buena,Media,Alta
MLAB,"MESA LABORATORIES, INC.",USD,Technology,Scientific & Technical Instruments,US,0.0504,0.9377,38,0.2759952465834819,0.01838235294117647,0.20485533754572663,0.0,0.016295310941137345,0.0,1364095250.0,0.16489229780115866,0.15609576565575867,31.0,Maduro,Pequeña,Muy Buena,Muy Buena,Media,Alta
MLCO,MELCO RESORTS & ENTERTAINMENT LIMITED,USD,Consumer Cyclical,Resorts & Casinos,HK,,0.4185,16,0.13636363636363635,0.0,0.08505154639175258,0.0,0.0,0.0,7148926895.37,-0.008313393802722557,-0.005870179150165966,16.0,Maduro,Mediana,Mala,Mala,,Baja
MLFB,"MAJOR LEAGUE FOOTBALL, INC.",USD,Consumer Cyclical,Entertainment,US,0.081,,16,0.3491161616161616,0.140625,0.24300441826215022,0.0,0.044182621502209134,0.0,6396066.9512,-0.27164015530228847,-0.27164015530228847,7.0,Maduro,Pequeña,Muy Mala,Muy Mala,Media,
MLI,"MUELLER INDUSTRIES, INC.",USD,Industrials,Metal Fabrication,US,0.0276,0.9216,31,0.2007168458781362,0.0,0.14532756900565347,0.0,0.004655803126039242,0.0,2451601470.0,0.1506469916125135,0.13170599893676038,31.0,Maduro,Mediana,Buena,Buena,Media,Alta
MLKN,"MILLERKNOLL, INC.",USD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",US,0.0053,0.9518,23,0.340347923681257,0.17708333333333334,0.10037981551817689,0.0,0.0,0.0,2360864049.57,0.03633491393805377,0.03633491393805377,19.0,Maduro,Mediana,Mala,Normal,Baja,Alta
MLM,"MARTIN MARIETTA MATERIALS, INC.",USD,Basic Materials,Building Materials,US,0.0067,0.9587,28,0.21645021645021645,0.026785714285714284,0.13124504361617764,0.0,0.0043616177636796195,0.0,22225632000.0,0.1319471389521769,0.11828695097923636,26.0,Maduro,Grande,Buena,Buena,Baja,Alta
MLP,"MAUI LAND & PINEAPPLE COMPANY, INC.",USD,Real Estate,Real Estate Services,US,0.6496999999999999,0.1945,29,0.2564935064935065,0.03571428571428571,0.1953853706431026,0.0,0.022582228767795778,0.0,207075007.14000002,-0.015561251395432518,-0.015358519112382618,21.0,Maduro,Pequeña,Mala,Mala,Alta,Baja
MLR,"MILLER INDUSTRIES, INC.",USD,Consumer Cyclical,Auto Parts,US,0.037,0.8432,28,0.26412270856715303,0.037037037037037035,0.18754956383822363,0.0,0.008723235527359239,0.0,432876285.0,0.0385731039859456,0.03338281280866817,26.0,Maduro,Pequeña,Mala,Mala,Media,Alta
MLSS,MILESTONE SCIENTIFIC INC.,USD,Healthcare,Medical Instruments & Supplies,US,0.2473,0.0813,27,0.2905982905982906,0.08653846153846154,0.20103092783505155,0.0,0.02190721649484536,0.0,138734987.60000002,0.02309825541466992,0.02309825541466992,8.0,Maduro,Pequeña,Mala,Mala,Alta,Baja
MMC,"MARSH & MCLENNAN COMPANIES, INC.",USD,Financial Services,Insurance Brokers,US,0.0011,0.9105,53,0.3063063063063063,0.10135135135135136,0.1377319587628866,0.0,0.0016494845360824743,0.0,72077170000.0,0.12470441142326316,0.08473951871813967,25.0,Maduro,Grande,Buena,Buena,Baja,Alta
MMI,"MARCUS & MILLICHAP, INC.",USD,Real Estate,Real Estate Services,US,0.0333,0.9718,9,0.17845117845117844,0.0,0.1156930126002291,0.0,0.016036655211912942,0.0,1568044400.0,0.1404454661025989,0.1404454661025989,9.0,Medio,Pequeña,Buena,Buena,Media,Alta
MMLP,MARTIN MIDSTREAM PARTNERS L.P.,USD,Energy,Oil & Gas Midstream,US,0.247,0.3774,20,0.23636363636363636,0.1125,0.16237113402061856,0.0,0.019329896907216496,0.0,102441050.00000001,-0.009713634729508813,0.0515251298713828,16.0,Maduro,Pequeña,Mala,Normal,Alta,Baja
MMM,3M COMPANY,USD,Industrials,Conglomerates,US,0.0008,0.6878,76,0.21567021567021566,0.08108108108108109,0.07571987202275152,0.0,0.005332385353714895,0.0,104920590000.0,0.10087192337826201,0.07496796745357615,29.0,Maduro,Grande,Buena,Normal,Baja,Media
MMND,"MASTERMIND, INC.",USD,Communication Services,Advertising Agencies,US,0.8473,,22,0.46296296296296297,0.3125,0.26288659793814434,0.0,0.059278350515463915,0.0,7897856.379999996,-0.6604477168379947,-0.6604477168379947,4.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,
MMNFF,MEDMEN ENTERPRISES INC.,USD,Healthcare,Drug Manufacturers—Specialty & Generic,US,0.1477,0.0327999999999999,4,0.1590909090909091,0.0,0.11597938144329897,0.0,0.01288659793814433,0.0,141240682.926,-0.5702730982501715,-0.5702730982501715,4.0,Medio,Pequeña,Muy Mala,Muy Mala,Alta,Baja
MMP,"MAGELLAN MIDSTREAM PARTNERS, L.P.",USD,Energy,Oil & Gas Midstream,US,0.0033,0.5418999999999999,21,0.2073112073112073,0.13690476190476192,0.14432989690721648,0.0,0.0036385688295936932,0.0,9418552500.0,0.1544517507139629,0.12140957113268858,17.0,Maduro,Mediana,Buena,Buena,Baja,Media
MMS,"MAXIMUS, INC.",USD,Industrials,Specialty Business Services,US,0.009,0.978,25,0.20727272727272728,0.0,0.13072164948453607,0.0,0.0032989690721649486,0.0,5281396120.000001,0.12387187795370269,0.11998871407306644,25.0,Maduro,Mediana,Buena,Buena,Baja,Alta
MMSI,"MERIT MEDICAL SYSTEMS, INC.",USD,Healthcare,Medical Instruments & Supplies,US,0.0217,0.9681,68,0.21243686868686867,0.00390625,0.1476554705686731,0.0,0.0003325573661456601,0.0,3559975460.0,0.09879256473607478,0.09879256473607478,31.0,Maduro,Mediana,Buena,Buena,Media,Alta
MMX,MAVERIX METALS INC.,USD,Basic Materials,Other Precious Metals & Mining,CA,0.5427000000000001,0.2392,10,0.2222222222222222,0.0,0.16838487972508592,0.0,0.030927835051546393,0.0,384119475.93999994,0.05433766269480489,0.05497852299130335,3.0,Medio,Pequeña,Normal,Normal,Alta,Baja
MMYT,MAKEMYTRIP LIMITED,USD,Consumer Cyclical,Travel Services,IN,0.2651,0.6865000000000001,12,0.12121212121212122,0.0,0.08934707903780069,0.0,0.001718213058419244,0.0,2999400625.8250003,-0.017224916071616914,-0.017224916071616914,12.0,Maduro,Mediana,Mala,Mala,Alta,Media
MN,"MANNING & NAPIER, INC.",USD,Financial Services,Asset Management,US,0.1457,0.4301,11,0.19467401285583102,0.022727272727272728,0.12829324169530354,0.0,0.022909507445589918,0.0,151518589.9,0.013265870734054719,0.0021622454688157156,9.0,Maduro,Pequeña,Mala,Mala,Alta,Media
MNDO,MIND C.T.I. LTD,USD,Technology,Software—Application,IL,0.1668,0.1805,22,0.2024793388429752,0.0,0.15089034676663543,0.0,0.004686035613870665,0.0,61811235.0,0.0914067919054069,-0.004997980845651839,22.0,Maduro,Pequeña,Normal,Mala,Alta,Baja
MNDT,"MANDIANT, INC.",USD,Technology,Software—Infrastructure,US,0.023,0.8826999999999999,9,0.14702581369248036,0.0,0.09851088201603665,0.0,0.0,0.0,4342224060.0,-0.08607323638621722,-0.08607323638621722,9.0,Medio,Mediana,Muy Mala,Muy Mala,Media,Alta
MNKD,MANNKIND CORPORATION,USD,Healthcare,Biotechnology,US,0.0562,0.4397999999999999,18,0.2654320987654321,0.16666666666666666,0.15979381443298968,0.0,0.023195876288659795,0.0,1120351780.0,-0.1792171573231358,-0.1792171573231358,4.0,Maduro,Pequeña,Muy Mala,Muy Mala,Media,Media
MNKKQ,MALLINCKRODT PLC,USD,Healthcare,Drug Manufacturers—Specialty & Generic,IE,0.1119999999999999,0.0040999999999999,9,0.20089786756453423,0.0,0.14891179839633448,0.0,0.013745704467353952,0.0,23292500.000000004,-0.47186038487062765,-0.47186038487062765,9.0,Medio,Pequeña,Muy Mala,Muy Mala,Media,Baja
MNRL,"BRIGHAM MINERALS, INC.",USD,Energy,Oil & Gas E&P,US,0.0197999999999999,0.8298000000000001,3,0.24242424242424243,0.0,0.17869415807560138,0.0,0.020618556701030927,0.0,717746400.0,0.05347011899601295,0.01895127021475962,3.0,Jóven,Pequeña,Normal,Mala,Baja,Alta
MNST,MONSTER BEVERAGE CORPORATION,USD,Consumer Defensive,Beverages—Non-Alcoholic,US,0.2872,0.6511,37,0.29608585858585856,0.1171875,0.14347079037800686,0.0,0.007302405498281787,0.0,48255106340.0,0.3580415167878346,0.35083799748349476,24.0,Maduro,Grande,Muy Buena,Muy Buena,Alta,Media
MNTR,"MENTOR CAPITAL, INC.",USD,Financial Services,Capital Markets,US,0.0799,,21,0.21212121212121213,0.0,0.16265750286368844,0.0,0.008018327605956471,0.0,2513604.17,-0.1214755071715724,-0.1214755071715724,9.0,Maduro,Pequeña,Muy Mala,Muy Mala,Media,
MNTV,MOMENTIVE GLOBAL INC.,USD,Technology,Software—Application,US,0.1334,0.7807,4,0.14646464646464646,0.0,0.10309278350515463,0.0,0.0,0.0,2960497540.0,0.14677050532467684,0.14677050532467684,4.0,Medio,Mediana,Buena,Muy Buena,Alta,Media
MNTX,"MANITEX INTERNATIONAL, INC.",USD,Industrials,Farm & Heavy Construction Machinery,US,0.2761,0.511,17,0.1740938799762329,0.0,0.11764705882352941,0.0,0.006064281382656155,0.0,144076847.08,0.009739114131011917,0.009739114131011917,17.0,Maduro,Pequeña,Mala,Mala,Alta,Media
MO,"ALTRIA GROUP, INC.",USD,Consumer Defensive,Tobacco,US,0.0007,0.598,99,0.28064428064428065,0.09121621621621621,0.12334315169366716,0.0,0.0003681885125184094,0.0,82371074421.24,0.15115619179942597,0.07805022881759505,28.0,Maduro,Grande,Buena,Normal,Baja,Media
MOD,MODINE MANUFACTURING COMPANY,USD,Consumer Cyclical,Auto Parts,US,0.0421999999999999,0.9458,40,0.22334455667789002,0.0,0.1609392898052692,0.0,0.014032073310423826,0.0,681636000.0,0.04033585443342114,0.04251998774284926,36.0,Maduro,Pequeña,Normal,Normal,Media,Alta
MODN,"MODEL N, INC.",USD,Technology,Software—Application,US,0.0816,0.9822,9,0.20763187429854096,0.0,0.15922107674684993,0.0,0.0,0.0,1203723644.9999998,0.08952785634374805,0.08952785634374805,9.0,Medio,Pequeña,Normal,Buena,Media,Alta
MOG-A,MOOG INC.,USD,Industrials,Aerospace & Defense,US,0.0212,0.9792,41,0.2265902265902266,0.016891891891891893,0.17622422680412372,0.0,0.01095360824742268,0.0,2501249557.21,0.08347581126555226,0.08239606045661496,32.0,Maduro,Mediana,Normal,Buena,Media,Alta
MOGU,MOGU INC.,USD,Consumer Cyclical,Internet Retail,CN,,0.2993,4,0.13666666666666666,0.0,0.08843537414965986,0.0,0.0,0.0,1761332814.36,-0.2788638972718338,-0.2788638972718338,3.0,Medio,Pequeña,Muy Mala,Muy Mala,,Baja
MOH,"MOLINA HEALTHCARE, INC.",USD,Healthcare,Healthcare Plans,US,0.0098999999999999,0.9569,19,0.1743753322700691,0.0,0.10363537710255019,0.0,0.0,0.0,15192230000.0,0.1667111608972851,0.1667111608972851,19.0,Maduro,Grande,Muy Buena,Muy Buena,Baja,Alta
MOMO,HELLO GROUP INC.,USD,Communication Services,Internet Content & Information,CN,0.0322,0.7252,8,0.14,0.015625,0.09183673469387756,0.0,0.007288629737609329,0.0,2748937723.675,0.024570465645239903,0.03243620319376839,7.0,Medio,Mediana,Mala,Mala,Media,Media
MOR,MORPHOSYS AG,USD,Healthcare,Biotechnology,DE,,0.0192999999999999,4,0.1,0.0,0.06887755102040816,0.0,0.0,0.0,2259122733.42,-0.14131349446042896,-0.14131349446042896,4.0,Medio,Mediana,Muy Mala,Muy Mala,,Baja
MORN,"MORNINGSTAR, INC.",USD,Financial Services,Financial Data & Stock Exchanges,US,0.4139,0.5399,17,0.1414141414141414,0.0,0.09824135839902971,0.0,0.0,0.0,11116136500.0,0.15096395013409247,0.1466506792005522,17.0,Maduro,Grande,Buena,Muy Buena,Alta,Media
MOS,THE MOSAIC COMPANY,USD,Basic Materials,Agricultural Inputs,US,0.0067,0.8870999999999999,19,0.33210896847260485,0.1590909090909091,0.10472056429734129,0.0,0.0,0.0,12540996000.000002,0.06366933926041529,0.05224604835748092,19.0,Maduro,Grande,Normal,Normal,Baja,Alta
MOV,"MOVADO GROUP, INC.",USD,Consumer Cyclical,Luxury Goods,US,0.024,0.943,30,0.21818181818181817,0.0,0.16288659793814433,0.0,0.016494845360824743,0.0,889224755.265,0.09871403185706895,0.09312530729336177,30.0,Maduro,Pequeña,Buena,Buena,Media,Alta
MOXC,MOXIAN (BVI) INC,USD,Communication Services,Advertising Agencies,CN,0.4083,0.0467999999999999,9,0.36507936507936506,0.125,0.2654639175257732,0.0,0.041237113402061855,0.0,19267919.509999998,-0.5642531637032752,-0.5642531637032752,4.0,Medio,Pequeña,Muy Mala,Muy Mala,Alta,Baja
MPAA,"MOTORCAR PARTS OF AMERICA, INC.",USD,Consumer Cyclical,Auto Parts,US,0.0263,0.954,28,0.19502719502719504,0.0,0.1625693893735131,0.0,0.011498810467882634,0.0,407856228.8,0.026215921677289478,0.026215921677289478,26.0,Maduro,Pequeña,Mala,Mala,Media,Alta
MPAD,"MICROPAC INDUSTRIES, INC.",USD,Technology,Electronic Components,US,0.853,,23,0.31664470794905575,0.04891304347826087,0.21443298969072164,0.0,0.03865979381443299,0.0,37862555.775,0.1414010365261278,0.12538421244670928,20.0,Maduro,Pequeña,Buena,Buena,Alta,
MPC,MARATHON PETROLEUM CORPORATION,USD,Energy,Oil & Gas Refining & Marketing,US,0.0029,0.8240999999999999,11,0.14325068870523416,0.0,0.07966260543580131,0.0,0.0,0.0,35271500000.0,0.16235791868182603,0.15225102109022415,11.0,Maduro,Grande,Muy Buena,Muy Buena,Baja,Media
MPLX,MPLX LP,USD,Energy,Oil & Gas Midstream,US,0.6396999999999999,0.2504,10,0.2545454545454545,0.125,0.19014891179839633,0.0,0.03665521191294387,0.0,26604435000.0,0.057368560672368396,0.05347130131665212,9.0,Medio,Grande,Normal,Normal,Alta,Baja
MPVDF,MOUNTAIN PROVINCE DIAMONDS INC.,USD,Basic Materials,Other Precious Metals & Mining,CA,0.3586999999999999,0.0118,23,0.3496153846153846,0.23557692307692307,0.20612244897959184,0.0,0.024489795918367346,0.0,45106570.0,-0.002436535026513975,0.0001360637615519522,5.0,Maduro,Pequeña,Mala,Mala,Alta,Baja
MPW,"MEDICAL PROPERTIES TRUST, INC.",USD,Real Estate,REIT—Healthcare Facilities,US,0.0105,0.8377,17,0.23767082590612001,0.08088235294117647,0.15005727376861397,0.0,0.019473081328751432,0.0,12149354385.0,0.12327341388446755,0.06939532843938756,9.0,Maduro,Grande,Buena,Normal,Baja,Alta
MPWR,"MONOLITHIC POWER SYSTEMS, INC.",USD,Technology,Semiconductors,US,0.0233,0.9564,18,0.17564534231200898,0.0,0.1277205040091638,0.0,0.011454753722794959,0.0,18905622200.0,0.2564493266119825,0.24928165863035212,18.0,Maduro,Grande,Muy Buena,Muy Buena,Media,Alta
MPX,MARINE PRODUCTS CORPORATION,USD,Consumer Cyclical,Recreational Vehicles,US,0.7531,0.1457,21,0.21548821548821548,0.0,0.14923907707412862,0.0,0.0009818360333824251,0.0,521777200.0,0.13984163881435063,0.12670161902162147,21.0,Maduro,Pequeña,Buena,Buena,Alta,Baja
MRC,MRC GLOBAL INC.,USD,Energy,Oil & Gas Equipment & Services,US,0.0285,0.9704,10,0.17373737373737375,0.0125,0.12600229095074456,0.0,0.0,0.0,698640000.0,-0.15788176557894085,-0.15788176557894085,9.0,Medio,Pequeña,Muy Mala,Muy Mala,Media,Alta
MRIN,MARIN SOFTWARE INCORPORATED,USD,Technology,Software—Application,US,0.0283,0.2319,9,0.20426487093153758,0.0,0.15463917525773196,0.0,0.006872852233676976,0.0,57036240.00000001,-0.3060209011745427,-0.3060209011745427,9.0,Medio,Pequeña,Muy Mala,Muy Mala,Media,Baja
MRK,"MERCK & CO., INC.",USD,Healthcare,Drug Manufacturers—General,US,0.0008,0.7505,76,0.2536172536172536,0.09121621621621621,0.11597938144329897,0.0,0.006995581737849779,0.0,187156750000.0,0.09616903312148128,0.07048232713551461,28.0,Maduro,Grande,Buena,Normal,Baja,Media
MRO,MARATHON OIL CORPORATION,USD,Energy,Oil & Gas E&P,US,0.0026,0.8014,57,0.2389520202020202,0.046875,0.13033873343151695,0.0,0.007363770250368188,0.0,9270860000.0,0.06288408672204127,0.0372267407410809,28.0,Maduro,Mediana,Normal,Normal,Baja,Media
MRTN,"MARTEN TRANSPORT, LTD.",USD,Industrials,Trucking,US,0.2864,0.7121999999999999,36,0.2727272727272727,0.0,0.20418098510882016,0.0,0.0429553264604811,0.0,1350548325.0,0.09108354924978346,0.08920045177092684,36.0,Maduro,Pequeña,Normal,Buena,Alta,Media
MRVL,"MARVELL TECHNOLOGY, INC.",USD,Technology,Semiconductors,BM,0.0036,0.8579000000000001,23,0.15502854633289415,0.0,0.10623038995965935,0.0,0.003585835948005379,0.0,55839614125.0,0.08331175888093911,0.0777284644023104,23.0,Maduro,Grande,Normal,Normal,Baja,Alta
MSA,MSA SAFETY INCORPORATED,USD,Industrials,Security & Protection Services,US,0.0588,0.8198000000000001,37,0.2173082173082173,0.0,0.1582613541376428,0.0,0.024240735580941766,0.0,6128373840.000001,0.15741742885734733,0.10828904557234131,37.0,Maduro,Mediana,Muy Buena,Buena,Media,Media
MSC,STUDIO CITY INTERNATIONAL HOLDINGS LIMITED,USD,Consumer Cyclical,Resorts & Casinos,HK,0.2487,0.2884,4,0.19444444444444445,0.0,0.13402061855670103,0.0,0.0,0.0,629935931.68,-0.12734907465982348,-0.12734907465982348,4.0,Medio,Pequeña,Muy Mala,Muy Mala,Alta,Baja
MSCI,MSCI INC.,USD,Financial Services,Financial Data & Stock Exchanges,US,0.0302999999999999,0.9346,15,0.14747474747474748,0.0,0.088659793814433,0.0,0.0006872852233676976,0.0,46317249165.0,0.2316107955183757,0.226975142791769,15.0,Maduro,Grande,Muy Buena,Muy Buena,Media,Alta
MSEX,MIDDLESEX WATER COMPANY,USD,Utilities,Utilities—Regulated Water,US,0.0177,0.7348,64,0.37919737919737917,0.1554054054054054,0.17411225658648338,0.0,0.022909507445589918,0.0,1638906700.0,0.1338913593169695,0.0762972156757844,27.0,Maduro,Pequeña,Buena,Normal,Baja,Media
MSFT,MICROSOFT CORPORATION,USD,Technology,Software—Infrastructure,US,0.0006,0.7190000000000001,36,0.21240179573512907,0.0,0.16695303550973653,0.0,0.023195876288659795,0.0,2075991025000.0,0.2667642613907557,0.2534244145039686,36.0,Maduro,Grande,Muy Buena,Muy Buena,Baja,Media
MSGS,MADISON SQUARE GARDEN SPORTS CORP.,USD,Communication Services,Entertainment,US,0.0965,0.8284999999999999,7,0.19913419913419914,0.0,0.1325478645066274,0.0,0.0,0.0,4346115480.0,0.07664496311345292,0.07664496311345292,7.0,Medio,Mediana,Normal,Normal,Media,Alta
MSI,"MOTOROLA SOLUTIONS, INC.",USD,Technology,Communication Equipment,US,0.0056,0.8867,28,0.2517062517062517,0.09121621621621621,0.09977908689248896,0.0,0.008836524300441826,0.0,37181550000.0,0.06125803781966277,0.05077442184968417,28.0,Maduro,Grande,Normal,Normal,Baja,Alta
MSLP,MUSCLEPHARM CORPORATION,USD,Consumer Defensive,Packaged Foods,US,0.5681,0.2641,12,0.24426078971533516,0.03409090909090909,0.18943298969072164,0.0,0.005154639175257732,0.0,5414056.229999997,-0.4429223233245708,-0.4429223233245708,8.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,Baja
MSM,"MSC INDUSTRIAL DIRECT CO., INC.",USD,Industrials,Industrial Distribution,US,0.0297,0.9086,27,0.19425019425019424,0.0,0.1324345757335448,0.0,0.0031720856463124504,0.0,4640941305.0,0.09075660362331917,0.08340036548617324,26.0,Maduro,Mediana,Normal,Buena,Media,Alta
MSN,EMERSON RADIO CORP.,USD,Technology,Consumer Electronics,US,0.7243999999999999,0.0655999999999999,28,0.2582972582972583,0.017857142857142856,0.18754956383822363,0.0,0.022997620935765267,0.0,24620310.0,0.013808033531642172,0.002964425287992789,26.0,Maduro,Pequeña,Mala,Mala,Alta,Baja
MSTR,MICROSTRATEGY INCORPORATED,USD,Technology,Software—Application,US,0.0001,0.7098,24,0.21296296296296297,0.0,0.16237113402061856,0.0,0.00429553264604811,0.0,6607639169.999999,0.06786920169094035,0.06786920169094035,24.0,Maduro,Mediana,Normal,Normal,Baja,Media
MT,ARCELORMITTAL S.A.,USD,Basic Materials,Steel,LU,,0.0592,21,0.24363636363636362,0.08,0.11937059142702117,0.0,0.0032555615843733042,0.0,34730100000.0,0.050302037104471564,0.08515549557586488,19.0,Maduro,Grande,Normal,Buena,,Baja
MTA,METALLA ROYALTY & STREAMING LTD.,USD,Basic Materials,Other Precious Metals & Mining,CA,0.0934,0.1885,4,0.33022533022533024,0.20192307692307693,0.19329896907216496,0.0,0.030927835051546393,0.0,357380396.875,0.5308581395877079,0.5103036236164855,4.0,Medio,Pequeña,Muy Buena,Muy Buena,Media,Baja
MTBC,"CARECLOUD, INC.",USD,Healthcare,Health Information Services,US,0.3506,0.2405,8,0.19570707070707072,0.0625,0.0898379970544919,0.0,0.0,0.0,120181869.165,0.1522641041587105,0.1522641041587105,7.0,Medio,Pequeña,Buena,Muy Buena,Alta,Baja
MTBCP,"CARECLOUD, INC.",USD,Healthcare,Health Information Services,US,,0.0892,7,0.215007215007215,0.07142857142857142,0.10309278350515463,0.0,0.0,0.0,106463053.4,0.11068248758925936,0.09492735201999802,6.0,Medio,Pequeña,Buena,Buena,,Baja
MTCH,"MATCH GROUP, INC.",USD,Communication Services,Internet Content & Information,US,0.0289,0.9919,30,0.25705329153605017,0.1206896551724138,0.09226804123711341,0.0,0.0005154639175257732,0.0,40734541399.99999,0.1785066803294455,0.172070423718931,20.0,Maduro,Grande,Muy Buena,Muy Buena,Media,Alta
MTD,METTLER-TOLEDO INTERNATIONAL INC.,USD,Healthcare,Diagnostics & Research,US,0.0154,0.9677,25,0.18707070707070708,0.0,0.12412371134020618,0.0,0.0,0.0,31950434873.699997,0.19945966728943487,0.19945966728943487,25.0,Maduro,Grande,Muy Buena,Muy Buena,Baja,Alta
MTDR,MATADOR RESOURCES COMPANY,USD,Energy,Oil & Gas E&P,US,0.0637,0.9139,10,0.2101010101010101,0.0,0.1422680412371134,0.0,0.02268041237113402,0.0,3588050320.0,0.12838693178519,0.12871903776622395,10.0,Medio,Mediana,Buena,Buena,Media,Alta
MTEM,"MOLECULAR TEMPLATES, INC.",USD,Healthcare,Biotechnology,US,0.2758,0.8323999999999999,17,0.2857991681521093,0.17647058823529413,0.17525773195876287,0.0,0.024054982817869417,0.0,363286357.59000003,-0.18304397782948723,-0.18304397782948723,3.0,Maduro,Pequeña,Muy Mala,Muy Mala,Alta,Alta
MTEX,"MANNATECH, INCORPORATED",USD,Consumer Defensive,Household & Personal Products,US,0.4279,0.3185,23,0.20860781730346947,0.0,0.1555356342447333,0.0,0.016584491259524877,0.0,51228760.0,-0.040390539027569616,-0.03437593116147497,23.0,Maduro,Pequeña,Mala,Mala,Alta,Baja
MTH,MERITAGE HOMES CORPORATION,USD,Consumer Cyclical,Residential Construction,US,0.0192999999999999,0.9973,34,0.31558004285277014,0.06060606060606061,0.18639175257731957,0.0,0.006185567010309278,0.0,4036957540.0,0.16877338950520038,0.13444768644258853,25.0,Maduro,Mediana,Muy Buena,Buena,Baja,Alta
